incident parkland (1),incident mass shooting (1),guns ar 15,incident parkland (2),government trump,culture national identity,meta opinions,gun control national identity,meta meta,gun control bans,incident video,gun control legal,guns ammunition,gun control second ammendment (1),guns assault weapons (1),meta meta,incident nyc,gun control background check,gun control second ammendment (2),gun control nra,guns assault weapons (2),guns sales,culture government,incident mass shooting (2),paper,aid,max_top,general
0.022821396,0,0.055809567,0,0.017715178,0.010553831,0.001107929,0.055965779,0,0.014838709,0.013551966,0,0.00221585,0.02013979,0.021687304,0,0,0.069292278,0,0.151110331,0,0.024931772,0,0.016230609,msnbc,msnbc33,gun control nra,gun control
0.081861378,0.003069075,0,0.062264647,0.014278482,0,0.02521048,0.012596695,0.082364337,0,0,0,0,0.00393691,0,0,0,0.146071894,0,0,0.026540108,0.008032865,0,0.002494465,msnbc,msnbc34,gun control background check,gun control
0.033623518,0.001843451,0,0.019805108,0,0.019943235,0,0.10549476,0,0.023563475,0.012179204,0.000387083,0.045821979,0,0.007973251,0.049867281,0.088877044,0,0,0.213851896,0.032048743,0,0,0,msnbc,msnbc35,gun control nra,gun control
0,0,0,0,0,0.02252851,0,0.111423125,0,0,0,0.041842323,0,0,0,0,0.077950802,0.100054529,0,0.008433889,0.008267431,0,0,0,msnbc,msnbc36,gun control national identity,gun control
0.057435743,0,0,0.058425223,0,0.001118084,0,0.101054178,0,0,0,0.01875503,0,0,0,0,0,0,0,0.19318104,0.00844883,0,0,0,msnbc,msnbc41,gun control nra,gun control
0.0593159,0,0.015034741,0.054563199,0.056471121,0.023246954,0.052624218,0.080978139,0.034702073,0,0.00997491,0,0,0.00140187,0.039918827,0,0.046148478,0.030007748,0.014577675,0.010632658,0,0.014840521,0.029131525,0,msnbc,msnbc44,gun control national identity,gun control
0.000729651,0,0,0,0.020107886,0.00405087,0.037464232,0.036657429,0.014719638,0,0.022993429,0,0.102313143,0.22555283,0.008520596,0.013261058,0,0.019024459,0.000327744,0,0.027072141,0,0,0,msnbc,msnbc45,gun control second ammendment (1),gun control
0.110047234,0,0,0.010590491,0.000400533,0,0,0.095600368,0.044830758,0.0007124,0.042554341,0,0.038832668,0,0.006245395,0,0.031095438,0.073506462,0.186229373,0.044818315,0.002274399,0,0,0.019631952,msnbc,msnbc49,gun control second ammendment (2),gun control
0.04794427,0,0,0,0.017304237,0,0.078539475,0.068778306,0,0,0,0.129533572,0.049247833,0.004171702,0.016097971,0,0.030205912,0.007792997,0.011777122,0.074611227,0.00627053,0,0,0.055419414,msnbc,msnbc53,gun control legal,gun control
0.105594495,0,0,0,0.009714679,0.045843139,0,0,0,0,0,0.067520893,0,0,0,0,0.015081084,0,0,0,0.021257,0,0,0,msnbc,msnbc58,gun control legal,gun control
0,0,0,0,0.03276407,0,0,0,0,0,0,0.03302713,0,0,0,0,0.0052788,0.236930805,0,0,0.008392104,0,0,0,msnbc,msnbc59,gun control background check,gun control
0,0,0,0,0.003419418,0.010111485,0,0,0,0,0,0.033302178,0,0,0,0,0.138773994,0.145380871,0,0.008289066,0.008212939,0,0.005932081,0,msnbc,msnbc61,gun control background check,gun control
0,0,0,0,0,0.046683081,0.017040238,0.036171464,0.147801299,0,0,0,0,0,0,0.002239079,0,0,0,0.189574875,0.053804926,0,0,0,msnbc,msnbc63,gun control nra,gun control
0.055780352,0.006486976,0.038160096,0.002125789,0,0,0.00533897,0.04559627,0.046995156,0.000911923,0,0.006488693,0.046328956,0.208220497,0.052055481,0.026223291,0.05307757,0,0.018288365,0,0.0233857,0,0.009983054,0,msnbc,msnbc68,gun control second ammendment (1),gun control
0.104357076,0.006739081,0,0.000366072,0,0,0.073943629,0,0,0,0,0,0.000685642,0.001825321,0.006544705,0,0.000909205,0.028706348,0.172112399,0,0.007454081,0,0,0,msnbc,msnbc69,gun control second ammendment (2),gun control
0,0,0,0,0.013076187,0.033937744,0.084481774,0,0,0.012625246,0,0.005416186,0,0,0.015024777,0.087461144,0,0.134714858,0,0.007842468,0,0,0.006321999,0.010726771,msnbc,msnbc73,gun control background check,gun control
0.007328423,0,0,0,0.043677199,0.024268485,0.032911951,0.133065841,0.003317663,0.000468107,0,0,0.004337736,0.027375426,0.0726993,0,0.035278287,0.106519955,0,0,0,0.042576176,0,0.014866717,msnbc,msnbc75,gun control national identity,gun control
0,0.106363134,0,0,0,0.003372081,0,0,0,0,0,0.217571244,0,0,0,0,0,0,0,0,0.017946079,0,0,0,msnbc,msnbc76,gun control legal,gun control
0,0.139132704,0,0,0,0.019719137,0,0,0,0,0,0.147415285,0,0.000296758,0,0,0.007373173,0,0,0,0.013959622,0,0,0,msnbc,msnbc77,gun control legal,gun control
0,0.069573855,0,0,0.001879366,0,0,0,0,0,0,0.187336535,0,0,0,0,0,0,0,0,0,0,0,0,,,gun control legal,gun control
0.000561044,0,0.000196088,0.002951565,0.000135194,0.014945657,0,0,0.002215381,0,0,0.158679823,0,0,0.003367844,0,0.004000482,0.003800765,0.004293199,0,0.008405182,0,0.015343497,0.016537583,msnbc,msnbc79,gun control legal,gun control
0,0,0,0,0,0.033696778,0.0025087,0,0,0,0.004156633,0.129572661,0,0,0,0.050621317,0.090633492,0.001016897,0,0,0.015195341,0,0,0,msnbc,msnbc82,gun control legal,gun control
0.015059189,0.007931573,0.029519236,0.030490552,0.044160686,0.018993236,0.049327542,0.1004073,0.014308962,0.044839565,0.009242148,0.00975155,0.016592852,0,0.027614443,0,0,0.008705886,0,0,0.012873262,0,0.016930749,0.00547413,,,gun control national identity,gun control
0.015295813,0.022629276,0.025298889,0.011021428,0.007470898,0.000400381,0.013220023,0.0302734,0.006117727,0,0.003146375,0.000754782,0.00851649,0,0.006652861,0.003091555,0.022655529,0.001672715,0,0.323807517,0.00776835,0.018900451,0.007762523,0.039760876,msnbc,msnbc85,gun control nra,gun control
0.081893632,0,0.007489655,0.003594951,0.010965257,0,0,0.104875885,0.00317407,0.003998631,0,0.006663794,0.0289529,0.032428882,0.008410306,0,0.005055472,0.229675055,0.001066572,0,0,0,0.012400415,0.015690431,msnbc,msnbc86,gun control background check,gun control
0.019074839,0,0.047005641,0.061396404,0.026896208,0,0.007783759,0.057284133,0.068573679,0,0,0.024721509,0.008839103,0.037458141,0.007189391,0,0.030517857,0.103312524,0.000879861,0,0,0.010253466,0.021400257,0.049120298,msnbc,msnbc87,gun control background check,gun control
0,0.012991502,0,0,0,0.068976803,0.019945009,0.076021872,0.021242115,0.03290709,0.085140612,0.003540405,0.024233671,0.002178212,0,0,0,0.003062453,0.023459126,0.209806806,0,0,0,0.047683308,msnbc,msnbc88,gun control nra,gun control
0.002718776,0,0,0.05276947,0.003519748,0.018228881,0,0.08380191,0.00601417,0,0,0.041186387,0.002236533,0.004155131,0,0,0.015261639,0.044942477,0,0.039068003,0.006176778,0.009264644,0.007717233,0,msnbc,msnbc89,gun control national identity,gun control
0,0.035969096,0.001842793,0.048238818,0.00849252,0,0,0.115732848,0,0,0.002015719,0.067831696,0,0,0,0,0,0,0,0.079412494,0.003148846,0.005166355,0,0,msnbc,msnbc91,gun control national identity,gun control
0,0,0,0,0.032009395,0.007561237,0,0.093245677,0,0,0,0.016467568,0,0,0,0,0,0.210762104,0,0,0.013094238,0,0,0,msnbc,msnbc95,gun control background check,gun control
0,0,0.00325567,0.015685434,0.009376111,0.014134559,0,0.080325835,0,0,0.009202317,0.046174623,0,0,0,0.079894855,0,0,0,0,0.014844098,0.007265161,0.015699884,0.004361855,msnbc,msnbc96,gun control national identity,gun control
0.027131763,0.011982151,0,0.026858895,0.011187267,0,0.014827857,0.118679781,0.026812505,0,0,0,0.105085717,0,0.014433958,0,0.008545553,0.007157987,0,0,0,0,0,0.06014167,msnbc,msnbc101,gun control national identity,gun control
0.015268243,0.000493427,0,0.078335258,0,0,0.011563102,0.04921125,0,0.020975209,0.032775463,0.008672641,0.006115173,0.005170533,0.028907657,0,0.018262854,0,0.002058987,0.241881916,0,0.023236843,0.041876832,0.011805864,msnbc,msnbc102,gun control nra,gun control
0.008062144,0,0,0.047846525,0.008000358,0,0.008817323,0.06359606,0.008482572,0.000914477,0.013352903,0.005863174,0.014349781,0.012655468,0.041303998,0.003655046,0.007676396,0.031807039,0.009154539,0,0.002962984,0,0.037351406,0.016755665,msnbc,msnbc103,gun control national identity,gun control
0.034979712,0,0.05593856,0.042483644,0.005126055,0.119315564,0.020592647,0.020676347,0.020408283,0,0,0,0.072024361,0.1553236,0.023242195,0,0.046622475,0.031323307,0.007532019,0.004266157,0.023684213,0,0,0.022756529,msnbc,msnbc104,gun control second ammendment (1),gun control
0,0,0,0.002091374,0,0.043717788,0.012276647,0.159781826,0.028074709,0.032290948,0,0,0,0,0.016198579,0,0,0,0,0.049262461,0.034208341,0,0,0,msnbc,msnbc105,gun control national identity,gun control
0.024200948,0.007207326,0.02576857,0.109826278,0.007804851,0,0.049829677,0.125238814,0.020827921,0.013556487,0,0.016611048,0.09117462,0,0,0.014792905,0.035557558,0,0,0.014792301,0,0.00346055,0,0.014102944,msnbc,msnbc108,gun control national identity,gun control
0,0,0.07891474,0,0.000382543,0,0.022777277,0,0.097404864,0.002757337,0.043403426,0,0.002757436,0,0.002038252,0,0,0,0.151541919,0.010205085,0.140532269,0.004626834,0,0,msnbc,msnbc126,gun control second ammendment (2),gun control
0,0,0.046393858,0,0,0,0.048337946,0.002464455,0,0.060194524,0,0.003860333,0,0.003850984,0.058609599,0.039633391,0,0,0.012461586,0.007367216,0.039526638,0.005310991,0,0,msnbc,msnbc131,gun control bans,gun control
0.002900416,0,0,0,0.007662033,0,0.118923703,0.017654019,0,0.021633961,0,0.144367605,0,0,0,0.035484055,0.022556997,0.019864023,0.004829765,0.010719609,0,0,0,0.005006689,,,gun control legal,gun control
0.006547414,0.00035148,0.061397459,0,0,0,0.023781335,0.079473582,0.038760048,0.056600627,0.053779273,0.001734241,0.071384156,0.032090667,0.00316603,0,0,0.019673208,0.010987198,0.005015658,0.0161768,0,0,0,msnbc,msnbc145,gun control national identity,gun control
0.002310147,0,0.024168327,0.007720737,0,0,0.057601497,0.010337336,0,0.018543211,0.005206241,0.050620704,0.03247105,0.062168065,0.01754738,0,0,0,0,0,0.042974088,0.05108333,0,0,msnbc,msnbc149,gun control second ammendment (1),gun control
0.019065596,0.003460176,0.012230929,0.038322677,0,0,0.010352004,0.094957266,0.031751562,0.018741587,0.002533202,0,0,0.113187695,0.046966203,0.014012263,0,0.03797094,0,0.010832827,0.012901524,0.007558646,0,0.015650559,msnbc,msnbc150,gun control second ammendment (1),gun control
0.060862132,0,0.002291504,0.026563282,0,0.016780307,0.049538775,0.049359934,0.00762929,0,0,0,0,0.039374896,0.085769885,0,0,0.109017859,0.006244115,0,0,0,0,0,msnbc,msnbc152,gun control background check,gun control
0.098496431,0,0,0,0,0,0.035444468,0,0,0,0.077513816,0,0.017115684,0,0,0,0,0,0.25671678,0.001702189,0.031706895,0,0,0,msnbc,msnbc177,gun control second ammendment (2),gun control
0.037100343,0.008909804,0.015908087,0,0,0,0.004951256,0.026420699,0.095655268,0,0.005610656,0,0.005399601,0.015794689,0.0286255,0,0,0.203674806,0,0,0.100526423,0,0,0.00771854,msnbc,msnbc181,gun control background check,gun control
0,0.062762987,0,0,0,0,0.016449806,0.06812246,0,0.018202881,0.00619662,0.062590016,0.034759542,0,0.066108746,0.022654797,0,0.045373278,0,0,0.030028851,0,0.008759162,0.048430333,blaze,blaze8,gun control national identity,gun control
0.047530189,0,0.059448905,0,0,0,0.025091039,0.087056683,0.002800138,0.013584768,0.002654879,0.05048279,0.034623517,0.023855103,0.045331673,0.006308483,0.018810894,0,0,0,0.044979013,0.004029506,0,0,blaze,blaze11,gun control national identity,gun control
0.013203905,0,0.060037722,0.021540971,0.015834409,0.006394744,0,0,0.046518141,0,0,0,0.113263711,0.138493931,0.018436258,0,0.01881458,0.000105821,0,0,0,0.064438194,0,0,blaze,blaze17,gun control second ammendment (1),gun control
0,0.064945318,0.003808096,0.028288544,0,0,0.041419456,0.067925527,0,0.005788853,0.02103204,0.140435973,0.001509773,0.000669713,0.069277106,0.004455532,0.013842686,0,0,0,0,0,0.014811493,0,blaze,blaze20,gun control legal,gun control
0.020338238,0,0,0.083340458,0.019599246,0.037507392,0.018405577,0.104101839,0.071463915,0,0.004895898,0,0.042105177,0.032385452,0.02319797,0,0.015262007,0.051928542,0.005985024,0.020127832,0,0,0.010372237,0.026269864,blaze,blaze21,gun control national identity,gun control
0.048648091,0.026194252,0,0,0.002814766,0,0.032578923,0.120823926,0,0.032818098,0.04644943,0,0.109851445,0.03503833,0.003236263,0.035672596,0,0.015637805,0.010749453,0.008527884,0,0,0.005397198,0.007645705,blaze,blaze27,gun control national identity,gun control
0.08869442,0.011635868,0,0.003962016,0.011645297,0,0.046188232,0.196925133,0.013263458,0.015561082,0.005039911,0,0.002573822,0.006071253,0.003931423,0,0,0.000125602,0.003163241,0,0,0.002571304,0.030742972,0.041397823,,,gun control national identity,gun control
0.01928007,0,0.000608047,0,0,0,0.055856304,0.034799513,0.141837807,0,0.040356144,0,0.026648044,0,0,0,0.003442386,0,0.162594502,0.004007769,0.150851148,0,0,0,blaze,blaze30,gun control second ammendment (2),gun control
0.012827335,0.010258203,0,0,0,0,0.052974144,0.042210285,0.053044163,0.016825737,0,0,0.059074404,0.028761074,0.052554346,0.014411216,0.00107855,0.004409311,0.233572117,0,0,0,0,0.07555438,blaze,blaze34,gun control second ammendment (2),gun control
0.121753687,0.010862351,0,0,0.029623042,0,0.005356834,0.060444196,0,0.032079085,0,0.002956386,0.038034948,0.086511185,0.018038574,0.021159279,0,0.101971254,0,0.034746648,0,0,0,0.031723334,blaze,blaze38,gun control background check,gun control
0,0.000208322,0,0,0,0,0.028301246,0.010347518,0,0.016606791,0.033119535,0.000806875,0.113799627,0.229195336,0.008652487,0.026955471,0,0,0,0.004563647,0,0,0.008162732,0.023205637,blaze,blaze39,gun control second ammendment (1),gun control
0.039771882,0,0.07147591,0.011706825,0,0,0.041508527,0.080307606,0,0.001408059,0.039685483,0.002057904,0,0,0.02173159,0,0,0.053074746,0.013769284,0,0,0,0.037555251,0.01580936,blaze,blaze40,gun control national identity,gun control
0.005943316,0.096371375,0.084790989,0,0,0,0.024731752,0.00680671,0.005590681,0,0.010994522,0.143867397,0.00043278,0,0.079610522,0,0,0.002588605,0.00025124,0,0.059303786,0,0,0.030795333,blaze,blaze42,gun control legal,gun control
0.073696698,0,0.028790145,0.003400303,0,0,0,0.029503887,0.124009405,0,0,0,0.020503144,0,0.042964536,0,0.058995482,0,0.2408209,0.000245451,0.044315249,0,0,0,blaze,blaze49,gun control second ammendment (2),gun control
0,0,0.002197181,0,0,0,0.098519108,0,0,0,0.017553713,0.103175371,0.002536241,0,0.000389406,0,0.004881312,0,0.009957189,0,0,0.002444323,0.002012635,0.011826163,blaze,blaze56,gun control legal,gun control
0,0,0.036129737,0,0,0,0.013294346,0,0.000869601,0.05743988,0.075375437,0.121882517,0,0.023125463,0.023464219,0.01730935,0.001485979,0,0.012207002,0.003547582,0,0,0.005763946,0,blaze,blaze57,gun control legal,gun control
0,0.071395913,0.002922461,0.002156887,0,0.070527566,0,0,0,0,0.046303841,0.157217253,0,0.009218995,0.084290554,0.047192803,0,0.055119932,0,0,0,0,0.03254049,0,blaze,blaze58,gun control legal,gun control
0,0,0.067964119,0,0.036327065,0,0,0,0,0,0.004710286,0,0,0,0,0,0,0.122859866,0.001961105,0.0383784,0,0.002527558,0,0,blaze,blaze67,gun control background check,gun control
0,0,0.129700358,0.015088346,0,0.000121544,0.019575523,0.035545552,0,0.005613397,0.024549853,0.004023904,0,0.17296489,0.036629704,0,0,0,0,0,0,0,0,0.024705217,blaze,blaze75,gun control second ammendment (1),gun control
0,0,0,0.009568368,0,0.00300933,0.07238094,0.069659015,0,0.105212502,0.036533645,0,0,0,0.098085734,0,0,0.026407331,0,0.015074852,0,0.008711017,0,0,blaze,blaze76,gun control bans,gun control
0.11170294,0.007822103,0.034114447,0,0,0,0.019028105,0.090746545,0.025816139,0.054242116,0.006677035,0,0.054792549,0.007936971,0.065431188,0,0.029052528,0.020494442,0,0,0.03138251,0,0,0,blaze,blaze80,gun control national identity,gun control
0,0.019842816,0.00541105,0.000748232,0,0,0.022454993,0.009524285,0.008239451,0.11657548,0.039307724,0,0,0,0.055033007,0.005661117,0,0,0.001846265,0.037958459,0.073882474,0.018714582,0.013877175,0,blaze,blaze82,gun control bans,gun control
0,0,0.042392624,0.094147894,0.009118483,0,0,0,0,0.010764233,0.006277085,0.006852534,0.001550719,0,0.003051405,0.017552981,0.04472993,0,0,0.232366927,0.012370945,0,0,0.005969201,blaze,blaze84,gun control nra,gun control
0,0.074902706,0.019418933,0,0.001315525,0,0.06480067,0.137902978,0,0.054264337,0,0.014014597,0.063752811,0.030414173,0.032762845,0.011249535,0,0,0,0,0.049255573,0,0.006830637,0,,,gun control national identity,gun control
0,0,0,0,0,0,0,0,0,0.35596345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blaze,blaze89,gun control bans,gun control
0,0.068258591,0,0,0.004169889,0.023459072,0.017544374,0.147313693,0,0.067133199,0.031182051,0.056275567,0,0,0,0,0.017024937,0,0,0,0.004745826,0.017275239,0,0,blaze,blaze97,gun control national identity,gun control
0,0,0.01344503,0.000276461,0.015024522,0.014153299,0.005406005,0.0695337,0.003084461,0,0,0,0.042704946,0.161308952,0,0,0.078100729,0,0,0.013098116,0,0.028435226,0.002310368,0,blaze,blaze98,gun control second ammendment (1),gun control
0,0,0,0,0,0,0,0,0,0.35596345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blaze,blaze104,gun control bans,gun control
0,0,0.035468816,0,0,0,0,0,0.058694497,0,0.011586321,0,0,0,0,0,0,0,0.258848825,0,0,0.012310162,0,0,blaze,blaze105,gun control second ammendment (2),gun control
0,0,0,0.053707861,0,0,0,0,0,0,0,0.025251219,0.067120317,0,0,0,0,0,0.164613129,0,0,0,0,0.087471185,blaze,blaze109,gun control second ammendment (2),gun control
0.038475254,0,0,0,0.01561365,0,0.022780454,0.059687436,0,0.033069127,0,0.009189487,0.006045734,0.05685176,0.001834627,0,0.007907156,0,0.022098848,0.002121455,0,0.030585089,0.002398502,0.053733345,blaze,blaze110,gun control national identity,gun control
0.040537159,0,0.033965984,0.01499182,0.01488567,0,0,0,0.146915255,0,0,0,0,0,0,0.002264541,0,0,0.19057984,0,0.029276672,0.0068931,0.015773111,0,blaze,blaze111,gun control second ammendment (2),gun control
0,0,0,0.020538894,0.019032042,2.90E-05,0.019300795,0.044770465,0.072682901,0,0,0,0,0.099621735,0,0,8.00E-05,0.00143699,0,0,0,0,0.021486407,0,,,gun control second ammendment (1),gun control
0,0.019276382,0.011531412,0,0,0,0.012768719,0,0,0,0.000883535,0,0,0.07884988,0,0,0.002651707,0,0,0,0,0.051777273,0,0,blaze,blaze115,gun control second ammendment (1),gun control
0,0,0,0,0,0,0,0,0,0.35596345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blaze,blaze118,gun control bans,gun control
0,0,0,0,0,0,0,0,0,0.35596345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blaze,blaze126,gun control bans,gun control
0,0,0.010842097,0,0,0.100570483,0,0.021145092,0,0,0.054947773,0,0,0,0,0,0.066214778,0,0.120228067,0.163255602,0,0,0,0,,,gun control nra,gun control
0.007577208,0,0,0.036745735,0.01458064,0,0,0.055012561,0.000827499,0.001621587,0.015233392,0,0,0,0.054140365,0.001859371,0.011929618,0.003454302,0,0.214548724,0,0.205086425,0,0,blaze,blaze137,gun control nra,gun control
0.028526707,0.00222594,0,0.005207961,0.017911833,0.00899914,0,0.004137741,0,0,0,0.000258265,0,0.136402699,0,0,0,0.148789571,0.020154524,0.012029955,0.010757303,0.013300422,0.031583692,0,,,gun control background check,gun control
0,0,0.015605993,0.002022793,0.025031428,0,0.008309091,0.032191413,0.048387608,0.077144044,0.018831951,0,0,0.000738091,0,0.043874751,0,0.002967018,0,0.053453948,0.043977411,0.010362862,0,0,blaze,blaze146,gun control bans,gun control
0.145530903,0,0,0,0,0,0.041048915,0.011167011,0,0,0,0,0.059051041,0,0,0,0,0.063870028,0.033471562,0,0,0.00739477,0,0.024847346,blaze,blaze151,gun control background check,gun control
0.188565202,0.001575428,0,0.053713648,0.054297108,0,0,0.011511585,0,0.000769716,0,0.000300559,0.033248344,0,0,0,0.036394852,0.101291335,0,0,0,0,0.007765463,0,blaze,blaze152,gun control background check,gun control
0.074062611,0,0,0,0,0,0,0.076768786,0,0,0.044679172,0,0.001562175,0,0,0,0,0,0.224278549,0,0,0,0,0,blaze,blaze157,gun control second ammendment (2),gun control
0.007656066,0,0,0,0.000466669,0,0,0,0,0.094851164,0,0,0,0,0.000277884,0.002076568,0.091292998,0.000658874,0,0,0,0.002741772,0,0.057477827,blaze,blaze165,gun control bans,gun control
0,0,0,0.013618336,0,0,0,0,0,0.100771403,0,0.007435283,0.009815516,0,0.008585664,0,0.075920381,0,0.007689934,0,0.07436175,0.020431687,0,0,blaze,blaze170,gun control bans,gun control
0,0,0,0,0,0,0,0,0,0.35596345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blaze,blaze174,gun control bans,gun control
0.029789325,0,0,0,0.004851032,0,0.062684827,0,0,0,0,0.103340457,0,0.012075836,0,0,0,0.001108899,0,0,0.002479532,0.016423114,0.00095361,0.017859338,blaze,blaze176,gun control legal,gun control
0,0,0,0,0.086497798,0.030707563,0,0,0,0,0,0.070025493,0,0,0,0,0,0.125093258,0,0,0,0,0,0,blaze,blaze179,gun control background check,gun control
0,0,0.058776527,0,0,0,0,0.018952863,0.002829483,0.038222989,0,0,0,0.138673909,0.000717961,0,0,0.001049095,0.005526926,0.006965756,0.057242801,0,0,0,blaze,blaze189,gun control second ammendment (1),gun control
0.001173313,0,0,0.045244817,0,0.13228039,0,0,0,0,0,0,0.03360748,0.132473637,0.063618612,0,0,0.059551289,0.001404543,0,0,0,0.002120988,0,nyt,nyt0,gun control second ammendment (1),gun control
0,0,9.49E-05,0,0.022643275,0,0.034679307,0.049876132,0,0.039734617,0.024137825,0,0.011452087,0,0,0,0,0,0,0,0,0.001862346,0.033898595,0,nyt,nyt2,gun control national identity,gun control
0,0.005556915,0.004944023,0,0,0,0.055801274,0,0,0.107881014,0,0,8.26E-05,0,0.009601673,0,0.002605619,0,0.000100971,0,0.083432803,0,0,0.007408202,nyt,nyt5,gun control bans,gun control
0,0,0.015171715,0,0,0.000240089,0,0.028869037,0,0,0,0,0.079474517,0,0,0.00466407,0,0,0.192263173,0.009752393,0,0.133096542,0,0,nyt,nyt10,gun control second ammendment (2),gun control
0.05503519,0.003415912,0.008439339,0,0.002589356,0.001853936,0.032657741,0.032747477,0.00623386,0,0.003806486,0,0.01137357,0.007141866,0,0.00097859,0,0.040820528,0.001381351,0,0,0.014590274,0.002772354,0.000172481,nyt,nyt12,gun control background check,gun control
0.039094401,0,0,0,0,0,0,0,0,0,0,0.091106464,0.060493911,0.003788394,0,0.06674239,0,0.000492828,0.129007006,0,0,0.000360878,0,0.090579677,nyt,nyt18,gun control second ammendment (2),gun control
0,0.082216108,0,0,0,0,0,0.019664711,0,0.003470146,0,0,0,0.044133119,0,0,0.098566378,0,0.161128841,0,0.038719756,0,0.018192387,0.072570736,nyt,nyt21,gun control second ammendment (2),gun control
0,0,0,0,0,0,0,0,0,0.35596345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,gun control bans,gun control
0,0,0,0,0.007399349,0,0.002638235,0,0,0,0,0.175061555,0,0,0,0,0.169833598,0,0,0.002717525,0,0.000228155,0,0,nyt,nyt32,gun control legal,gun control
0.007829406,0.005140058,0,0,0,0,0,0,0,0.000659979,0,0.091652866,0.010683212,0,0.082246303,0,0.018991997,0,0,0,0.010628907,0,0.017957228,0,nyt,nyt34,gun control legal,gun control
0,0.07081931,0.010651617,0.021482861,0,0,0,0.035071661,0.007155627,0,0,0.111901509,0.0041077,0,0.067109491,0,0,0,0,0,0,0,0,0.021261091,nyt,nyt36,gun control legal,gun control
0,0,0,0,0,0.098282569,0,0,7.69E-05,0,0.038252359,0.120759051,0,0,0.083746075,0,0,0,0.004851908,0.016711198,0.002817638,0,0.042208606,0,nyt,nyt37,gun control legal,gun control
0,0,0.041958776,0.000464256,0.04287865,0,0.003640035,0.048480297,0.037404161,0,0,0,0.006795449,0,0,0.000922143,0,0.149271234,0,0.095944544,0.03325125,0.009833832,0.020976908,0,nyt,nyt38,gun control background check,gun control
0,0,0,0,0,0,0,0,0,0.35596345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,gun control bans,gun control
0.072179207,0.007835302,0.015453959,0.02458001,0,0,0,0.02103238,0,0,0,0,0.009939848,0,0.035194413,0,0,0,0.229843375,0,0.009115445,0.073899963,0.005568541,0.032608942,nyt,nyt41,gun control second ammendment (2),gun control
0.102580867,0,0.021375728,0,0,0.001904618,0,0.054297916,0,0.022402743,0,0,0.008783612,0.0292619,0,0.000210639,0,0,0.080561514,0,0.000935698,0,0,0.036724554,nyt,nyt43,gun control second ammendment (2),gun control
0.076033768,0,0,0,0.074620454,0,0,0.143563882,0,0,0,0,0,0,0.0963298,0.052922264,0.061667991,0.043220865,0,0,0,0,0,0,nyt,nyt48,gun control national identity,gun control
0,0,0,0.013328487,0.008338725,0,0,0.085209495,0,0.001338838,0,0,0,0.107107668,0,0,0.039432243,0.094236114,0,0,0.04081145,0,0.022736819,0.011688026,nyt,nyt52,gun control second ammendment (1),gun control
0,0.004713568,0.004584054,0,0,0,0,0.075340235,0,0,0,0,0,0.112591451,0.061915712,0,0.044208285,0,0,0,0.005665557,0,0.004184435,0.013465809,nyt,nyt53,gun control second ammendment (1),gun control
0,0.000164795,0,0.017336789,0.002501893,0.008350509,0.019453906,0.068902673,0,0.001462412,0.011435703,1.72E-05,0,0,0.003439872,0,4.62E-05,0,0.332863789,0,0,0,0,0,nyt,nyt57,gun control second ammendment (2),gun control
0.04452994,0,0.029232694,0.085182881,0,0.087905171,0.002673681,0.07208928,0.043759175,0.005164288,0.011429768,0,0.046686294,0.111987863,0.057190553,0.018586405,0.0001903,0.084880694,0.008053478,0.09497656,0.010095995,0.022510226,0.020886605,0,nyt,nyt58,gun control second ammendment (1),gun control
0,0.00675425,0.005548259,0.021644829,0.016693498,0.000888661,0,0.023190097,0.009904946,0.142621299,0.027279275,0.014086163,0.005258854,0,0.051377454,0,0.076794425,0.006250694,0.010626588,0.008883475,0.022267694,0.036084811,0.002219396,0,nyt,nyt65,gun control bans,gun control
0.012186923,0.022409081,0.015474388,0,0,0,0.05331315,0.115177731,0,0.021370572,0.010204304,0,0.078695576,0.021160751,0.101470883,0.006721784,0.009257809,0,0.008456094,0,0.015303285,0.020282558,0,0.043520638,nyt,nyt68,gun control national identity,gun control
0,0,0.000416436,0.009045341,0,0.004547781,0.062201417,0.072033584,0,0.024262025,0.031583293,0.049164977,0.037464387,0,0,0,0.001636697,0.000937182,0.009884303,0,0,0.002423725,0,0.06995054,nyt,nyt69,gun control national identity,gun control
0.012005682,0.007035745,0,0,0,0,0.035752088,0.176909235,0,0,0.036421553,0,0.085207272,0.004418397,0.002398613,0,0,0,0,0,0.006225315,0,0.020155184,0.019240914,nyt,nyt74,gun control national identity,gun control
0.15880954,0,0,0,0.005389972,0,0.012634258,0.087606422,0.007657651,0.002981896,0.03817123,0,0.034750931,0,0.048904383,0.002270124,0.019291778,0.130041202,0.032048805,0.000681831,0.012325179,0.019172675,0,0,,,gun control background check,gun control
0.069713351,0.045310994,0.103658611,0,0,0,0,0.040447785,0,0.014121779,0,0,0,0.150951356,0.059393032,0,0,0,0,0.009328714,0,0.000944895,0,0,nyt,nyt82,gun control second ammendment (1),gun control
